68574;Swiping Right
118480;Doing other things
6522;Swiping Down
118250;Swiping Down
62818;Swiping Left
1338;Swiping Right
10179;Swiping Left
33632;Doing other things
53863;Swiping Down
95986;Doing other things
117892;Swiping Down
120723;Doing other things
40836;Swiping Down
6458;Doing other things
72381;Doing other things
104639;Swiping Left
85923;Swiping Up
79314;Swiping Down
111296;Swiping Up
18056;Swiping Up
46260;Swiping Up
87642;Swiping Up
74438;Swiping Up
131638;Doing other things
105791;Swiping Left
38482;Swiping Left
78394;Swiping Right
126147;Doing other things
111880;Swiping Left
43404;Doing other things
55697;Doing other things
147456;Swiping Left
25891;Doing other things
122765;Swiping Up
75238;Swiping Left
39319;Swiping Left
136822;Swiping Down
52906;Swiping Right
12696;Swiping Down
113147;Swiping Left
54856;Swiping Up
125509;Doing other things
84901;Doing other things
110800;Swiping Down
68138;Doing other things
111679;Swiping Right
135294;Swiping Right
16198;Swiping Right
103305;Swiping Right
145771;Swiping Right
105959;Doing other things
57662;Swiping Up
114831;Doing other things
3578;Swiping Up
41307;Doing other things
4777;Doing other things
79950;Doing other things
63000;Doing other things
15429;Swiping Left
49703;Doing other things
42054;Swiping Down
32754;Swiping Down
12877;Swiping Up
37973;Doing other things
18870;Doing other things
41841;Swiping Down
86691;Doing other things
97683;Swiping Up
11790;Doing other things
3452;Swiping Left
127843;Swiping Down
49469;Swiping Up
21598;Swiping Up
78455;Doing other things
121154;Swiping Down
73495;Swiping Left
25505;Swiping Up
29992;Doing other things
11332;Doing other things
8671;Swiping Up
91312;Swiping Down
42113;Doing other things
65499;Swiping Left
131313;Swiping Right
114470;Swiping Down
3094;Doing other things
80148;Swiping Right
146793;Swiping Left
64275;Swiping Up
51882;Swiping Left
16156;Doing other things
84426;Swiping Down
37404;Doing other things
112618;Doing other things
1422;Doing other things
112624;Doing other things
9760;Doing other things
84764;Swiping Right
40388;Swiping Left
31738;Swiping Right
37887;Doing other things
144504;Doing other things
91770;Doing other things
27945;Swiping Right
109603;Doing other things
105716;Swiping Down
91465;Swiping Right
116498;Swiping Left
39817;Swiping Up
87452;Doing other things
141075;Doing other things
136169;Swiping Down
20597;Swiping Right
76050;Doing other things
33856;Doing other things
50265;Swiping Right
11701;Doing other things
12937;Swiping Up
81651;Swiping Left
35167;Doing other things
5684;Swiping Down
143729;Swiping Left
57259;Swiping Up
119948;Swiping Left
28195;Doing other things
69894;Swiping Right
82375;Doing other things
10082;Swiping Up
93303;Swiping Left
89526;Doing other things
72465;Swiping Right
11533;Doing other things
128609;Swiping Up
122157;Swiping Down
58382;Swiping Right
46594;Doing other things
97640;Doing other things
133038;Doing other things
2161;Swiping Up
38811;Swiping Down
39229;Swiping Down
132368;Swiping Up
84618;Swiping Up
110469;Swiping Left
138437;Swiping Down
144583;Swiping Left
103225;Doing other things
5897;Doing other things
79750;Doing other things
38949;Swiping Right
131483;Doing other things
63036;Swiping Left
70722;Swiping Down
76795;Swiping Down
143158;Swiping Left
54191;Doing other things
137582;Swiping Right
121477;Doing other things
10290;Doing other things
53108;Swiping Left
11991;Doing other things
27593;Swiping Right
140001;Doing other things
10509;Doing other things
4093;Swiping Up
146317;Swiping Right
66310;Doing other things
14674;Swiping Right
71146;Swiping Up
91086;Swiping Left
136046;Swiping Up
42484;Swiping Down
119370;Swiping Right
61814;Swiping Right
7119;Doing other things
21160;Swiping Down
120138;Swiping Right
46463;Swiping Up
97295;Doing other things
90562;Swiping Left
69696;Doing other things
75627;Doing other things
25272;Swiping Up
27115;Swiping Right
39584;Swiping Down
134464;Swiping Right
31427;Swiping Left
128628;Doing other things
47375;Swiping Left
132131;Swiping Right
