143296;Swiping Left
37796;Swiping Up
140159;Swiping Right
39392;Swiping Up
1597;Doing other things
139561;Swiping Down
4103;Swiping Left
11916;Doing other things
103533;Swiping Up
94294;Swiping Up
67630;Doing other things
16974;Swiping Left
119694;Swiping Right
134312;Swiping Right
108044;Swiping Up
1309;Doing other things
58551;Doing other things
34512;Doing other things
24653;Doing other things
127473;Doing other things
56843;Swiping Up
123056;Swiping Down
37980;Doing other things
110984;Swiping Up
135963;Swiping Left
103976;Doing other things
131490;Doing other things
58022;Swiping Left
128609;Swiping Up
3179;Swiping Left
123988;Doing other things
128345;Swiping Left
145463;Swiping Down
89673;Doing other things
56055;Doing other things
35886;Swiping Right
96148;Swiping Right
80003;Swiping Right
125193;Swiping Down
40505;Swiping Down
143394;Swiping Left
41316;Swiping Right
128712;Swiping Down
2632;Swiping Left
76725;Swiping Up
121320;Swiping Up
56565;Swiping Right
66353;Doing other things
115791;Swiping Up
33104;Doing other things
38247;Swiping Left
139011;Swiping Right
17236;Doing other things
101940;Swiping Left
56763;Swiping Left
28165;Swiping Up
41266;Doing other things
119677;Doing other things
41435;Swiping Right
13294;Swiping Left
69819;Swiping Up
7878;Swiping Up
96936;Doing other things
65198;Swiping Left
114241;Swiping Right
87906;Swiping Left
90495;Swiping Right
85560;Swiping Right
25513;Swiping Left
48300;Doing other things
59025;Doing other things
52595;Doing other things
27098;Doing other things
9889;Swiping Down
105820;Doing other things
108160;Swiping Up
127762;Swiping Down
121463;Doing other things
5153;Swiping Down
123160;Swiping Down
26905;Swiping Left
40226;Doing other things
33456;Swiping Down
122387;Swiping Left
17408;Swiping Right
127732;Doing other things
130153;Swiping Down
111908;Doing other things
22969;Swiping Up
26414;Doing other things
126370;Swiping Left
52193;Swiping Left
54054;Doing other things
127958;Doing other things
130982;Swiping Up
70262;Swiping Left
78558;Swiping Left
125098;Doing other things
88833;Doing other things
386;Swiping Left
131724;Swiping Right
76711;Doing other things
58262;Doing other things
9517;Doing other things
139784;Swiping Down
66851;Doing other things
38686;Doing other things
22375;Swiping Up
37605;Doing other things
117621;Doing other things
88382;Doing other things
135738;Doing other things
93728;Swiping Down
128381;Swiping Down
82244;Doing other things
147946;Swiping Up
70006;Swiping Right
80083;Swiping Down
132046;Swiping Right
51650;Swiping Left
123859;Swiping Right
48753;Swiping Up
93646;Swiping Up
35684;Swiping Left
17093;Doing other things
37744;Swiping Right
65;Swiping Right
99075;Swiping Right
97929;Swiping Right
30209;Doing other things
25247;Swiping Left
125992;Doing other things
147997;Swiping Down
29483;Swiping Up
21133;Swiping Right
59158;Doing other things
119503;Swiping Left
122949;Doing other things
55380;Doing other things
54926;Swiping Down
5557;Doing other things
33531;Swiping Right
16309;Swiping Up
51869;Swiping Down
74904;Swiping Left
76373;Swiping Up
83868;Swiping Up
74089;Swiping Left
63584;Swiping Up
140009;Swiping Up
31884;Swiping Down
5037;Doing other things
144560;Swiping Left
111579;Doing other things
38377;Swiping Left
131920;Doing other things
126518;Swiping Up
61705;Doing other things
94505;Swiping Down
33990;Swiping Left
15288;Doing other things
82504;Doing other things
14380;Swiping Right
87458;Doing other things
6459;Doing other things
45911;Swiping Down
134238;Doing other things
83612;Doing other things
91517;Swiping Left
125392;Doing other things
22026;Doing other things
60;Swiping Up
8036;Swiping Left
101614;Swiping Up
78022;Doing other things
112686;Swiping Up
78521;Doing other things
70252;Swiping Left
55582;Doing other things
130893;Doing other things
110716;Swiping Up
121811;Swiping Right
140549;Swiping Up
146219;Swiping Left
137729;Swiping Up
112618;Doing other things
17551;Doing other things
63812;Swiping Down
5731;Doing other things
16511;Swiping Down
132384;Doing other things
5626;Doing other things
95402;Swiping Down
75155;Swiping Down
95599;Swiping Right
806;Doing other things
40405;Swiping Right
127156;Doing other things
32684;Swiping Left
121831;Swiping Down
73349;Swiping Right
63804;Swiping Up
55237;Doing other things
59754;Swiping Up
22745;Doing other things
91278;Doing other things
45332;Swiping Up
132397;Swiping Down
48834;Swiping Up
144844;Doing other things
131930;Swiping Left
100652;Swiping Up
124983;Doing other things
26952;Swiping Up
93961;Doing other things
32748;Doing other things
12612;Swiping Right
125981;Doing other things
80398;Swiping Down
59021;Doing other things
96491;Swiping Right
123695;Swiping Up
102959;Swiping Down
33144;Doing other things
83845;Swiping Right
98737;Swiping Down
102087;Doing other things
15760;Doing other things
13625;Swiping Right
23465;Swiping Left
27328;Swiping Right
76772;Doing other things
90471;Swiping Left
10042;Swiping Up
103567;Doing other things
1502;Swiping Down
122716;Swiping Up
39528;Doing other things
64069;Swiping Right
97592;Swiping Right
124453;Swiping Up
108803;Swiping Down
83910;Swiping Up
127820;Swiping Left
70966;Swiping Up
45388;Swiping Down
123733;Doing other things
12306;Doing other things
146716;Doing other things
119244;Swiping Down
89143;Swiping Left
128170;Swiping Down
97829;Doing other things
17573;Doing other things
145191;Swiping Left
89169;Swiping Up
128956;Swiping Up
141518;Doing other things
87044;Swiping Right
61684;Swiping Up
63590;Doing other things
